paper_id,title,first_author,year,venue,doi,arxiv_id,semantic_scholar_id,source_graph,publication_status,visual_SOT_relevance,has_official_code,official_code_url,primary_paper_url,solution_families,dedup_basis,raw_record_ids,metadata_audit_tier,metadata_source_url,evidence_source,notes
P041,Joint position and appearance feature modeling for accurate visual tracking,X. Gong,2026,Applied Soft Computing,10.1016/j.asoc.2025.114460,UNKNOWN,f05a36f8cc86f669bad8d49772c40a07e790d4d6,FARTrack,peer-reviewed journal,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1016/j.asoc.2025.114460,UNKNOWN,UNIQUE,FARTrack:09:f05a36f8cc86f669bad8d49772c40a07e790d4d6,METADATA_CANONICALIZED,https://doi.org/10.1016/j.asoc.2025.114460,E01;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P042,HIPTrack: Visual Tracking with Historical Prompts,Wenrui Cai,2024,CVPR 2024,UNKNOWN,2311.02072,74dc9be7a20af45487f027c4739ab27ca662ab01,SpikeTrack,peer-reviewed conference,SUPPORTING,UNKNOWN,UNKNOWN,https://openaccess.thecvf.com/content/CVPR2024/html/Cai_HIPTrack_Visual_Tracking_with_Historical_Prompts_CVPR_2024_paper.html,Robustness / distractor handling,UNIQUE,SpikeTrack:30:74dc9be7a20af45487f027c4739ab27ca662ab01,METADATA_CANONICALIZED,https://openaccess.thecvf.com/content/CVPR2024/html/Cai_HIPTrack_Visual_Tracking_with_Historical_Prompts_CVPR_2024_paper.html,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P043,Linker: Learning Long Short-term Associations for Robust Visual Tracking,Zizheng Xun,2024,IEEE Transactions on Multimedia,10.1109/tmm.2023.3347644,UNKNOWN,4c9df14d16e259d7f3ea88b75cdee2f9650cfeb3,SpikeTrack,peer-reviewed journal,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1109/tmm.2023.3347644,Asymmetric template-search architecture; Robustness / distractor handling,UNIQUE,SpikeTrack:24:4c9df14d16e259d7f3ea88b75cdee2f9650cfeb3,METADATA_CANONICALIZED,https://doi.org/10.1109/tmm.2023.3347644,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P044,LiteTrack: Layer Pruning with Asynchronous Feature Extraction for Lightweight and Efficient Visual Tracking,Qingmao Wei,2024,ICRA 2024,10.1109/icra57147.2024.10610022,2309.09249,c50a76bd9ce8194f2385e72deae6ec531549a396,FARTrack,peer-reviewed conference,SUPPORTING,YES,https://github.com/TsingWei/LiteTrack,https://doi.org/10.1109/icra57147.2024.10610022,Lightweight backbone design; Pruning,UNIQUE,FARTrack:38:c50a76bd9ce8194f2385e72deae6ec531549a396,PRIMARY_VERIFIED_HIGH_RELEVANCE,https://doi.org/10.1109/icra57147.2024.10610022,E01;E27,Canonical metadata audit tier: PRIMARY_VERIFIED_HIGH_RELEVANCE.
P045,Local Feature Enhancement based One-Stream Transformer Tracking,Jinfen Liu,2025,"2025 6th International Conference on Computer Vision, Image and Deep Learning (CVIDL)",10.1109/cvidl65390.2025.11086075,UNKNOWN,3745896ecf8a08a3ff498851a4dddd3c6e8c90d7,SpikeTrack,peer-reviewed conference,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1109/cvidl65390.2025.11086075,UNKNOWN,UNIQUE,SpikeTrack:03:3745896ecf8a08a3ff498851a4dddd3c6e8c90d7,METADATA_CANONICALIZED,https://doi.org/10.1109/cvidl65390.2025.11086075,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P046,Masked Mutual Guidance Transformer Tracking,Baojie Fan,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10801735,UNKNOWN,8c7274e12dc32878d8cf6be9ec9512347fcf17b2,SpikeTrack,peer-reviewed conference,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1109/iros58592.2024.10801735,UNKNOWN,UNIQUE,SpikeTrack:32:8c7274e12dc32878d8cf6be9ec9512347fcf17b2,METADATA_CANONICALIZED,https://doi.org/10.1109/iros58592.2024.10801735,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P047,MCTrack: Multi-cue spatio-temporal object tracking,Jianbo Song,2026,Expert Systems with Applications,10.1016/j.eswa.2025.129984,UNKNOWN,be1728a983128f17bdd2d7f7a33a4ba0b0614546,FARTrack,peer-reviewed journal,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1016/j.eswa.2025.129984,UNKNOWN,UNIQUE,FARTrack:08:be1728a983128f17bdd2d7f7a33a4ba0b0614546,METADATA_CANONICALIZED,https://doi.org/10.1016/j.eswa.2025.129984,E01;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P048,MixFormerV2: Efficient Fully Transformer Tracking,Yutao Cui,2023,NeurIPS 2023,10.48550/arxiv.2305.15896,2305.15896,76b1b82931153f3a49b8bd44f0a7fd248ffe0330,FARTrack,peer-reviewed conference,SUPPORTING,YES,https://github.com/MCG-NJU/MixFormerV2,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b7870bd43b2d133a1ed95582ae5d82a4-Abstract.html,Block / layer reduction; Model compression / distillation; Pruning; Token / feature / spatial sparsification,UNIQUE,FARTrack:14:76b1b82931153f3a49b8bd44f0a7fd248ffe0330,PRIMARY_VERIFIED_HIGH_RELEVANCE,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b7870bd43b2d133a1ed95582ae5d82a4-Abstract.html,E01;E27,Canonical metadata audit tier: PRIMARY_VERIFIED_HIGH_RELEVANCE.
P049,MPTrack: Visual Tracking with Reliable Motion Prompts,Songtao Sun,2024,Proceedings of the 2024 International Conference on Artificial Intelligence of Things and Computing,10.1145/3708282.3708292,UNKNOWN,22dc6f42561a07e24e8095681660f9d634839b2a,SpikeTrack,peer-reviewed conference,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1145/3708282.3708292,Dynamic / conditional computation; Motion modeling,UNIQUE,SpikeTrack:18:22dc6f42561a07e24e8095681660f9d634839b2a,METADATA_CANONICALIZED,https://doi.org/10.1145/3708282.3708292,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P050,Multi-State Tracker: Enhancing Efficient Object Tracking via Multi-State Specialization and Interaction,Shilei Wang,2025,Proceedings of the 33rd ACM International Conference on Multimedia,10.1145/3746027.3755310,2508.11531,0a19b62fbef922ae43fa7eeebdb3f11a4d654e18,SpikeTrack,peer-reviewed conference,SUPPORTING,YES,https://github.com/wsumel/MST,https://doi.org/10.1145/3746027.3755310,Lightweight backbone design; Robustness / distractor handling; Temporal context / video-level memory,UNIQUE,SpikeTrack:27:0a19b62fbef922ae43fa7eeebdb3f11a4d654e18,METADATA_CANONICALIZED,https://doi.org/10.1145/3746027.3755310,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P051,Optimized Information Flow for Transformer Tracking,J. Kugarajeevan,2024,ArXiv,10.48550/arxiv.2402.08195,2402.08195,00555d35794b4dcca03928530e906291acaca17d,SpikeTrack,arXiv/preprint only,SUPPORTING,YES,https://github.com/JananiKugaa/OIFTrack,https://doi.org/10.48550/arxiv.2402.08195,Dynamic / conditional computation; Robustness / distractor handling,UNIQUE,SpikeTrack:22:00555d35794b4dcca03928530e906291acaca17d,ARXIV_ONLY_VERIFIED,https://doi.org/10.48550/arxiv.2402.08195,E02;E27,Canonical metadata audit tier: ARXIV_ONLY_VERIFIED.
P052,Optimizing intrinsic representation for tracking,Yuanming Zhang,2024,Knowledge-Based Systems,10.1016/j.knosys.2024.111955,UNKNOWN,d57521c303c886dc42b366c844d8de9c8157b2b3,SpikeTrack,peer-reviewed journal,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1016/j.knosys.2024.111955,Target-aware representation; Training / loss redesign,UNIQUE,SpikeTrack:28:d57521c303c886dc42b366c844d8de9c8157b2b3,PRIMARY_VERIFIED_HIGH_RELEVANCE,https://doi.org/10.1016/j.knosys.2024.111955,E02;E27;E25,Canonical metadata audit tier: PRIMARY_VERIFIED_HIGH_RELEVANCE.
P053,PlanarTrack: A Large-scale Challenging Benchmark for Planar Object Tracking,Xinran Liu,2023,2023 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv51070.2023.01870,2303.07625,bab1416472e2f26f6389d1710b2a4aa946796a44,SpikeTrack,peer-reviewed conference,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1109/iccv51070.2023.01870,UNKNOWN,UNIQUE,SpikeTrack:31:bab1416472e2f26f6389d1710b2a4aa946796a44,METADATA_CANONICALIZED,https://doi.org/10.1109/iccv51070.2023.01870,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P054,Positive-Sample-Free Object Tracking via a Soft Constraint,Jiaxin Ye,2024,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3294580,UNKNOWN,3bf0cc8ee66eacd36a122502eb83372e8cee5449,SpikeTrack,peer-reviewed journal,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1109/tcsvt.2023.3294580,UNKNOWN,UNIQUE,SpikeTrack:19:3bf0cc8ee66eacd36a122502eb83372e8cee5449,METADATA_CANONICALIZED,https://doi.org/10.1109/tcsvt.2023.3294580,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P055,Query-Based Object Visual Tracking with Parallel Sequence Generation,Chang Liu,2024,Sensors,10.3390/s24154802,UNKNOWN,7a73bfa0d2f9d506ae9c857bd3ec8ec39973dcf8,SpikeTrack,peer-reviewed journal,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.3390/s24154802,Autoregressive / sequence modeling; Lightweight backbone design,UNIQUE,SpikeTrack:40:7a73bfa0d2f9d506ae9c857bd3ec8ec39973dcf8,METADATA_CANONICALIZED,https://doi.org/10.3390/s24154802,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P056,RELO: Reinforcement Learning to Localize for Visual Object Tracking,Xin Chen,2026,ICML 2026,UNKNOWN,2605.07379,985ffbc91ee8d79b0530fd7003155b9aa1a03783,FARTrack,peer-reviewed conference,SUPPORTING,UNKNOWN,UNKNOWN,https://icml.cc/Downloads/2026,Temporal context / video-level memory,UNIQUE,FARTrack:37:985ffbc91ee8d79b0530fd7003155b9aa1a03783,METADATA_CANONICALIZED,https://icml.cc/Downloads/2026,E01;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P057,Robust Object Modeling for Visual Tracking,Y. Cai,2023,2023 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv51070.2023.00879,2308.05140,b4e8984c1d1066adf99f7878345bcfd35dfda88b,SpikeTrack,peer-reviewed conference,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1109/iccv51070.2023.00879,Robustness / distractor handling,UNIQUE,SpikeTrack:37:b4e8984c1d1066adf99f7878345bcfd35dfda88b,METADATA_CANONICALIZED,https://doi.org/10.1109/iccv51070.2023.00879,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P058,Robust Tracking via Unifying Pretrain-Finetuning and Visual Prompt Tuning,Guangtong Zhang,2023,ACM Multimedia Asia 2023,10.1145/3595916.3626410,UNKNOWN,cd52e774acb0f46bea128ee14fe592b6ce7c5ca4,SpikeTrack,peer-reviewed conference,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1145/3595916.3626410,Robustness / distractor handling; Template computation reuse,UNIQUE,SpikeTrack:41:cd52e774acb0f46bea128ee14fe592b6ce7c5ca4,METADATA_CANONICALIZED,https://doi.org/10.1145/3595916.3626410,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P059,SAMITE: Position Prompted SAM2 with Calibrated Memory for Visual Object Tracking,Qianxiong Xu,2025,ArXiv,10.48550/arxiv.2507.21732,2507.21732,44050bec6d80759a876ee1402fd36b566e04904b,FARTrack,arXiv/preprint only,SUPPORTING,YES,https://github.com/Sam1224/SAMITE,https://doi.org/10.48550/arxiv.2507.21732,Autoregressive / sequence modeling; Robustness / distractor handling; Template / target memory; Temporal context / video-level memory,UNIQUE,FARTrack:21:44050bec6d80759a876ee1402fd36b566e04904b,ARXIV_ONLY_VERIFIED,https://doi.org/10.48550/arxiv.2507.21732,E01;E27,Canonical metadata audit tier: ARXIV_ONLY_VERIFIED.
P060,SeqTrack: Sequence to Sequence Learning for Visual Object Tracking,Xin Chen,2023,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52729.2023.01400,UNKNOWN,cbeee2f7f03acb575f250e7b1857ceb775db98ec,BOTH,peer-reviewed conference,SUPPORTING,YES,https://github.com/microsoft/VideoX,https://doi.org/10.1109/cvpr52729.2023.01400,Asymmetric template-search architecture; Autoregressive / sequence modeling; Training / loss redesign,doi; semantic_scholar_id; normalized_title,FARTrack:18:cbeee2f7f03acb575f250e7b1857ceb775db98ec; SpikeTrack:34:cbeee2f7f03acb575f250e7b1857ceb775db98ec,METADATA_CANONICALIZED,https://doi.org/10.1109/cvpr52729.2023.01400,E01;E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P061,Siamese Visual Tracking With Multi-Parallel Interactive Transformers,Wuwei Wang,2025,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2025.3569633,UNKNOWN,b17e426477160a7b7c68b92bf3138224c8858e0b,FARTrack,peer-reviewed journal,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1109/tcsvt.2025.3569633,Asymmetric template-search architecture; Block / layer reduction; Dynamic / conditional computation,UNIQUE,FARTrack:24:b17e426477160a7b7c68b92bf3138224c8858e0b,METADATA_CANONICALIZED,https://doi.org/10.1109/tcsvt.2025.3569633,E01;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P062,Sparse Transformer-Based Sequence Generation for Visual Object Tracking,Dan Tian,2024,IEEE Access,10.1109/access.2024.3482468,UNKNOWN,ec79544fb40ca5bf62efcdf857456c1b2b55171f,SpikeTrack,peer-reviewed journal,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1109/access.2024.3482468,Autoregressive / sequence modeling; Relation / cross-attention modeling; Robustness / distractor handling; Token / feature / spatial sparsification,UNIQUE,SpikeTrack:21:ec79544fb40ca5bf62efcdf857456c1b2b55171f,METADATA_CANONICALIZED,https://doi.org/10.1109/access.2024.3482468,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P063,SpikeTrack: A Spike-driven Framework for Efficient Visual Tracking,Qiuyang Zhang,2026,CVPR 2026,UNKNOWN,2602.23963,116e7d66f82b21e9e9fe5f4b4e9a25026a9ca8b2,SpikeTrack,peer-reviewed conference,PRIMARY,YES,https://github.com/faicaiwawa/SpikeTrack,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_SpikeTrack_A_Spike-driven_Framework_for_Efficient_Visual_Tracking_CVPR_2026_paper.html,Asymmetric template-search architecture; Dynamic / conditional computation; SNN / neuromorphic computation; Target-aware representation; Template / target memory; Temporal timestep optimization,UNIQUE,SpikeTrack:01:116e7d66f82b21e9e9fe5f4b4e9a25026a9ca8b2,PRIMARY_VERIFIED_HIGH_RELEVANCE,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_SpikeTrack_A_Spike-driven_Framework_for_Efficient_Visual_Tracking_CVPR_2026_paper.html,E02;E27,Canonical metadata audit tier: PRIMARY_VERIFIED_HIGH_RELEVANCE.
P064,Towards Efficient Training with Negative Samples in Visual Tracking,Qingmao Wei,2023,ArXiv,10.48550/arxiv.2309.02903,2309.02903,d5881f8cd20404bfe8b2c19937ab9585fee44170,SpikeTrack,arXiv/preprint only,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.48550/arxiv.2309.02903,Training / loss redesign,UNIQUE,SpikeTrack:17:d5881f8cd20404bfe8b2c19937ab9585fee44170,ARXIV_ONLY_VERIFIED,https://doi.org/10.48550/arxiv.2309.02903,E02;E27,Canonical metadata audit tier: ARXIV_ONLY_VERIFIED.
P065,Transformer-Based Tracker Fusing Two-Dimensional Semantic Features,Yongsheng Luo,2025,"2025 5th International Conference on Neural Networks, Information and Communication Engineering (NNICE)",10.1109/nnice64954.2025.11063785,UNKNOWN,8d13075ad3fc62318006e7077ecd9deeea691fd4,SpikeTrack,peer-reviewed conference,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1109/nnice64954.2025.11063785,Robustness / distractor handling,UNIQUE,SpikeTrack:35:8d13075ad3fc62318006e7077ecd9deeea691fd4,METADATA_CANONICALIZED,https://doi.org/10.1109/nnice64954.2025.11063785,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P066,Transformer Visual Tracker Based on Template Features Corresponding to Foreground Region,Jian Yu,2022,2022 IEEE International Conference on Image Processing (ICIP),10.1109/icip46576.2022.9897717,UNKNOWN,e83509724ce12696bffb520840d56f85adf27a61,SpikeTrack,peer-reviewed conference,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1109/icip46576.2022.9897717,Relation / cross-attention modeling; Robustness / distractor handling,UNIQUE,SpikeTrack:09:e83509724ce12696bffb520840d56f85adf27a61,METADATA_CANONICALIZED,https://doi.org/10.1109/icip46576.2022.9897717,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P067,Two-stream Beats One-stream: Asymmetric Siamese Network for Efficient Visual Tracking,Jiawen Zhu,2025,AAAI 2025,10.1609/aaai.v39i10.33191,2503.00516,d5a746bc1274ac8da900a4a9c5dd28c38e868419,FARTrack,peer-reviewed conference,SUPPORTING,YES,https://github.com/jiawen-zhu/AsymTrack,https://ojs.aaai.org/index.php/AAAI/article/view/33191,Asymmetric template-search architecture; Lightweight backbone design; Target-aware representation; Template computation reuse,UNIQUE,FARTrack:02:d5a746bc1274ac8da900a4a9c5dd28c38e868419,PRIMARY_VERIFIED_HIGH_RELEVANCE,https://ojs.aaai.org/index.php/AAAI/article/view/33191,E01;E27,Canonical metadata audit tier: PRIMARY_VERIFIED_HIGH_RELEVANCE.
P068,UETrack: A Unified and Efficient Framework for Single Object Tracking,Ben Kang,2026,CVPR 2026,UNKNOWN,2603.01412,4494aa22c6d4c9dc68a91b1b2819603b33656b13,FARTrack,peer-reviewed conference,SUPPORTING,YES,https://github.com/kangben258/UETrack,https://openaccess.thecvf.com/content/CVPR2026/html/Kang_UETrack_A_Unified_and_Efficient_Framework_for_Single_Object_Tracking_CVPR_2026_paper.html,Lightweight backbone design; Model compression / distillation; Target-aware representation,UNIQUE,FARTrack:29:4494aa22c6d4c9dc68a91b1b2819603b33656b13,METADATA_CANONICALIZED,https://openaccess.thecvf.com/content/CVPR2026/html/Kang_UETrack_A_Unified_and_Efficient_Framework_for_Single_Object_Tracking_CVPR_2026_paper.html,E01;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P069,Unifying Motion and Appearance Cues for Visual Tracking via Shared Queries,Chaocan Xue,2025,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3486347,UNKNOWN,868e277a1c22d2d3daacc4cbeab5d8f659cde09b,FARTrack,peer-reviewed journal,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1109/tcsvt.2024.3486347,Autoregressive / sequence modeling; Motion modeling; Robustness / distractor handling; Temporal timestep optimization,UNIQUE,FARTrack:07:868e277a1c22d2d3daacc4cbeab5d8f659cde09b,METADATA_CANONICALIZED,https://doi.org/10.1109/tcsvt.2024.3486347,E01;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P070,VideoTrack: Learning To Track Objects via Video Transformer,Fei Xie,2023,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52729.2023.02186,UNKNOWN,38bb6953420980dcde72afccd622447989478483,SpikeTrack,peer-reviewed conference,SUPPORTING,YES,https://github.com/phiphiphi31/VideoTrack,https://doi.org/10.1109/cvpr52729.2023.02186,Temporal context / video-level memory; Autoregressive / sequence modeling,UNIQUE,SpikeTrack:39:38bb6953420980dcde72afccd622447989478483,METADATA_CANONICALIZED,https://doi.org/10.1109/cvpr52729.2023.02186,E02;E27;E26,Canonicalized from a supplementary-only export record to the CVPR 2023 paper. Canonical metadata audit tier: METADATA_CANONICALIZED.
P071,Visual tracking with unified relation modeling and masked appearance learning,X. Gong,2026,Neural Networks,10.1016/j.neunet.2025.108197,UNKNOWN,b1434832195aa82ce5a141aeb9d3098186fd940f,FARTrack,peer-reviewed journal,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.1016/j.neunet.2025.108197,Asymmetric template-search architecture; Relation / cross-attention modeling; Target-aware representation; Temporal context / video-level memory,UNIQUE,FARTrack:19:b1434832195aa82ce5a141aeb9d3098186fd940f,METADATA_CANONICALIZED,https://doi.org/10.1016/j.neunet.2025.108197,E01;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P072,"Wave-wise Discriminative Tracking by Phase-Amplitude Separation, Augmentation and Mixture",Huibin Tan,2025,Proceedings of the Thirty-Fourth International Joint Conference on Artificial Intelligence,10.24963/ijcai.2025/215,UNKNOWN,99ddfa5f53f84f83dcb55fb10fc6005d4f8d350a,SpikeTrack,peer-reviewed conference,SUPPORTING,UNKNOWN,UNKNOWN,https://doi.org/10.24963/ijcai.2025/215,Relation / cross-attention modeling; Robustness / distractor handling,UNIQUE,SpikeTrack:16:99ddfa5f53f84f83dcb55fb10fc6005d4f8d350a,METADATA_CANONICALIZED,https://doi.org/10.24963/ijcai.2025/215,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P073,WmLSTM: A Plug-and-Play Window-Level mLSTM-Based Temporal Encoder for Robust Visual Tracking,Yao Chen,2026,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2026.3662479,UNKNOWN,d49294451836462a0786d2e2cc9e466a956b152e,FARTrack,peer-reviewed journal,SUPPORTING,YES,https://github.com/Xiaochen918/WmLSTM,https://doi.org/10.1109/tcsvt.2026.3662479,Robustness / distractor handling; Temporal context / video-level memory,UNIQUE,FARTrack:15:d49294451836462a0786d2e2cc9e466a956b152e,METADATA_CANONICALIZED,https://doi.org/10.1109/tcsvt.2026.3662479,E01;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
P074,ZoomTrack: Target-aware Non-uniform Resizing for Efficient Visual Tracking,Yutong Kou,2023,NeurIPS 2023,UNKNOWN,2310.10071,3ac21448bfcb74b52ccdefd7cbf9cc33b38ef13d,SpikeTrack,peer-reviewed conference,SUPPORTING,YES,https://github.com/Kou-99/ZoomTrack,https://proceedings.neurips.cc/paper_files/paper/2023/hash/9fc291fef2f9607a46777d367f900a15-Abstract-Conference.html,Low-resolution / adaptive-resolution processing; Target-aware representation,UNIQUE,SpikeTrack:13:3ac21448bfcb74b52ccdefd7cbf9cc33b38ef13d,METADATA_CANONICALIZED,https://proceedings.neurips.cc/paper_files/paper/2023/hash/9fc291fef2f9607a46777d367f900a15-Abstract-Conference.html,E02;E27,Canonical metadata audit tier: METADATA_CANONICALIZED.
