candidate_id,title,year,venue,publication_status,pool,paper_url,official_repo,checkpoint_status,evaluator_status,task_family,modality,hg1,hg2,hg3,hg4,hg5,hg6,reason_for_pool,evidence_notes
"CX068","Adaptive Depth Lightweight RGB-T Tracking with Holistic Token Routing","2026","CVPR","published","B","https://openaccess.thecvf.com/content/CVPR2026/html/Ding_Adaptive_Depth_Lightweight_RGB-T_Tracking_with_Holistic_Token_Routing_CVPR_2026_paper.html","","PENDING","PENDING","multimodal_bbox_sot","RGB_Thermal","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Requires thermal input beyond RGB contract","Official CVF publication"
"CX069","Dual-branch Distilled Transformer for Efficient Asymmetric UAV Tracking / EATrack","2026","CVPR","published","B","https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Dual-branch_Distilled_Transformer_for_Efficient_Asymmetric_UAV_Tracking_CVPR_2026_paper.pdf","","PENDING","PENDING","uav_bbox_sot","RGB","PASS","PENDING","PENDING","PENDING","PENDING","PENDING","UAV-specialized RGB tracker","Official CVF publication"
"CX070","Fast Spatial Tracking with Visual Geometry Transformer","2026","CVPR","published","B","https://openaccess.thecvf.com/content/CVPR2026/html/Huang_Fast_Spatial_Tracking_with_Visual_Geometry_Transformer_CVPR_2026_paper.html","","PENDING","PENDING","spatial_point_tracking","RGB_geometry","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Spatial point and 3D contract differs from bbox SOT","Official CVF publication"
"CX071","Instance-level Visual Active Tracking with Occlusion-Aware Planning / OA-VAT","2026","CVPR","published","B","https://openaccess.thecvf.com/content/CVPR2026/html/Sun_Instance-level_Visual_Active_Tracking_with_Occlusion-Aware_Planning_CVPR_2026_paper.html","https://github.com/SHWplus/OA-VAT","PENDING","PENDING","visual_active_tracking","RGB_plus_control","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Active camera planning is a different task contract","Official CVF publication and linked code; HG3 not audited after HG2 failure"
"CX072","KV-Tracker: Real-Time Pose Tracking with Transformers","2026","CVPR","published","B","https://openaccess.thecvf.com/content/CVPR2026/html/Taher_KV-Tracker_Real-Time_Pose_Tracking_with_Transformers_CVPR_2026_paper.html","","PENDING","PENDING","6d_pose_tracking","RGB","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Output is 6DoF pose rather than bbox SOT","Official CVF publication"
"CX073","Learning to Track Instance from Single Natural Language Description","2026","CVPR","published","B","https://openaccess.thecvf.com/content/CVPR2026/papers/Zheng_Learning_to_Track_Instance_from_Single_Nature_Language_Description_CVPR_2026_paper.pdf","","PENDING","PENDING","language_initialized_tracking","RGB_Text","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Requires natural-language target description","Official CVF publication"
"CX074","MVLM: Template-Free Tracking via Vision-Language Margin Confidence and Memory-Gated Tracking","2026","CVPR","published","B","https://openaccess.thecvf.com/content/CVPR2026/html/Park_MVLM_Template-Free_Tracking_via_Vision-Language_Margin_Confidence_and_Memory-Gated_Tracking_CVPR_2026_paper.html","","PENDING","PENDING","language_initialized_tracking","RGB_Text","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Uses language-only initialization rather than bbox initialization","Official CVF publication"
"CX075","Toward Low-Cost yet Effective Temporal Learning for UAV Tracking / LETrack","2026","CVPR","published","B","https://openaccess.thecvf.com/content/CVPR2026/html/Xue_Toward_Low-Cost_yet_Effective_Temporal_Learning_for_UAV_Tracking_CVPR_2026_paper.html","https://github.com/GXNU-ZhongLab/LETrack","MISSING","MISSING","uav_bbox_sot","RGB","PASS","PENDING","FAIL","PENDING","PENDING","PENDING","UAV-specialized RGB tracker; transfer to generic robot-mounted RGB is unresolved","Official CVF publication A second independent artifact audit found the official repository announcing that code was still forthcoming at the cutoff."
"CX076","TTAPFormer: Robust Arbitrary Point Tracking via Transient Asynchronous Fusion","2026","CVPR","published","B","https://openaccess.thecvf.com/content/CVPR2026/html/Liu_TTAPFormer_Robust_Arbitrary_Point_Tracking_via_Transient_Asynchronous_Fusion_of_CVPR_2026_paper.html","","PENDING","PENDING","point_tracking","RGB_Event","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Point tracking and event input differ from bbox RGB SOT","Official CVF publication"
"CX077","ChronoTrack: Temporally Consistent Long-Term Memory for 3D Single Object Tracking","2026","CVPR Findings","published","B","https://openaccess.thecvf.com/content/CVPR2026F/html/Yoo_Temporally_Consistent_Long-Term_Memory_for_3D_Single_Object_Tracking_CVPRF_2026_paper.html","https://github.com/ujaejoon/ChronoTrack","PENDING","PENDING","3d_sot","LiDAR_point_cloud","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","3D LiDAR SOT is outside RGB bbox contract","Official CVF Findings publication and linked code; HG3 not audited after HG2 failure"
"CX078","MOSSTrack: Modality-Specific Spatio-Temporal Context Learning for RGB-T Tracking","2026","CVPR Findings","published","B","https://openaccess.thecvf.com/content/CVPR2026F/html/Liu_MOSSTrack__Modality-Specific_Spatio-Temporal_Context_Learning_for_RGB-T_Tracking_CVPRF_2026_paper.html","","PENDING","PENDING","multimodal_bbox_sot","RGB_Thermal","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Requires thermal input beyond RGB contract","Official CVF Findings publication"
"CX079","SENTRY: SAM2-Enhanced Neighbor-Aware and Temporally Reasoned Memory for Visual Tracking","2026","ECCV","ACCEPTED_PROCEEDINGS_NOT_VERIFIED","B","https://arxiv.org/abs/2606.24449","https://github.com/HamadYA/SENTRY","AVAILABLE","AVAILABLE","sam2_segmentation_memory_tracking","RGB with SAM2 masks","PENDING","FAIL","PASS","PENDING","PENDING","PENDING","SAM2 segmentation-memory architecture outside Core tracker; proceedings not yet verified","Training-free refine-before-write memory admission; acceptance not promoted to published proceedings."
"CX080","RAATrack: Reliable appearance aggregation for video-level multimodal tracking","2026","Knowledge-Based Systems","published","B","https://www.sciencedirect.com/science/article/pii/S0950705126001577","","PENDING","PENDING","multimodal_bbox_sot","RGB_X","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Designed for required multimodal RGB-X tracking","Official publisher publication"
"CX081","TATrack","2026","Neural Networks","published","B","https://www.sciencedirect.com/science/article/abs/pii/S0893608025009475","","PENDING","PENDING","uav_bbox_sot","RGB","PASS","PENDING","PENDING","PENDING","PENDING","PENDING","UAV-specialized RGB tracker; generic transfer unresolved","Official publisher publication"
"CX082","MoKA-HP: Motion-aware KAdaptation with historical prompts for efficient and robust RGB-T tracking","2026","Neurocomputing","published","B","https://www.sciencedirect.com/science/article/pii/S0925231225028358","","PENDING","PENDING","multimodal_bbox_sot","RGB_Thermal","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Requires thermal input beyond RGB contract","Official publisher publication"
"CX083","PTDT","2026","Neurocomputing","published","B","https://www.sciencedirect.com/science/article/pii/S0925231226005564","","PENDING","PENDING","uav_small_object_sot","RGB","PASS","PENDING","PENDING","PENDING","PENDING","PENDING","UAV and small-object specialization; generic transfer unresolved","Official publisher publication"
"CX084","Occlusion-aware visual object tracking with explicit temporal state modeling and dual-memory mechanism","2026","Pattern Recognition","ONLINE_FIRST_DATE_PENDING","B","https://www.sciencedirect.com/science/article/pii/S0031320326011209","https://github.com/ChaseFalcon99/OASAMT","PENDING","PENDING","sam2_dual_memory_occlusion_tracking","RGB with SAM2 masks","PENDING","FAIL","PENDING","PENDING","PENDING","PENDING","SAM2 segmentation tracking outside Core; cutoff-eligible publication date unresolved","Dual-memory and explicit temporal-state mechanism retained for occlusion prior art."
"CX085","CompSOT","2026","SSRN","PREPRINT","B","https://ssrn.com/abstract=7087585","","PENDING","PENDING","compressed_video_sot","Compressed-video bitstream: I-frames, motion vectors, residuals","FAIL","FAIL","PENDING","PENDING","PENDING","PENDING","Compressed-video input changes Core modality and publication is preprint-only","Retained as compressed-domain efficiency prior art."
"CX086","MSRTrack: LLM-Powered Object Tracking with Motion and Semantic Reasoning","2026","WACV","published","B","https://openaccess.thecvf.com/content/WACV2026/html/Shen_MSRTrack_LLM-Powered_Object_Tracking_with_Motion_and_Semantic_Reasoning_WACV_2026_paper.html","","PENDING","PENDING","llm_assisted_tracking","RGB_LLM","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Requires an LLM semantic reasoning dependency beyond standard RGB SOT","Official CVF publication"
"CX087","Exploiting Multimodal Spatial-temporal Patterns for Video Object Tracking (STTrack)","2025","AAAI","PUBLISHED","B","https://ojs.aaai.org/index.php/AAAI/article/view/32372","","PENDING","PENDING","multimodal_sot","RGB+X","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Mandatory multimodal RGB-X input is outside generic RGB box-SOT","Official AAAI publication verified; HG3 not audited after HG2 failure."
"CX088","LVPTrack: High Performance Domain Adaptive UAV Tracking with Label Aligned Visual Prompt Tuning","2025","AAAI","PUBLISHED","B","https://ojs.aaai.org/index.php/AAAI/article/view/32906","","PENDING","PENDING","uav_sot","RGB UAV","PASS","PENDING","PENDING","PENDING","PENDING","PENDING","UAV-specialized RGB tracker with Core compatibility not fully resolved","Official AAAI publication verified; retain pending rather than force a generic-Core decision."
"CX089","UAWTrack: Universal 3D Single Object Tracking in Adverse Weather","2025","AAAI","PUBLISHED","B","https://ojs.aaai.org/index.php/AAAI/article/view/33011","","PENDING","PENDING","3d_sot","3D sensing","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","3D SOT is outside generic RGB box-SOT","Official AAAI publication verified; HG3 not audited after HG2 failure."
"CX090","Dynamic Updates for Language Adaptation in Visual-Language Tracking (DUTrack)","2025","CVPR","PUBLISHED","B","https://openaccess.thecvf.com/content/CVPR2025/html/Li_Dynamic_Updates_for_Language_Adaptation_in_Visual-Language_Tracking_CVPR_2025_paper.html","","PENDING","PENDING","vision_language_sot","RGB+language","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Mandatory language input places the method outside generic RGB box-SOT","Official CVF publication verified; HG3 not audited after HG2 failure."
"CX091","Learning Occlusion-Robust Vision Transformers for Real-Time UAV Tracking","2025","CVPR","PUBLISHED","B","https://openaccess.thecvf.com/content/CVPR2025/html/Wu_Learning_Occlusion-Robust_Vision_Transformers_for_Real-Time_UAV_Tracking_CVPR_2025_paper.html","https://github.com/wuyou3474/ORTrack","PENDING","PENDING","uav_sot_occlusion_robust_distillation","RGB aerial/UAV","PASS","PENDING","PENDING","PENDING","PENDING","PENDING","UAV-specialized RGB SOT; generic Core transfer has not been established","Occlusion-simulation representation learning and difficulty-adaptive distillation."
"CX092","MambaVLT: Time-Evolving Multimodal State Space Model for Vision-Language Tracking","2025","CVPR","PUBLISHED","B","https://openaccess.thecvf.com/content/CVPR2025/html/Liu_MambaVLT_Time-Evolving_Multimodal_State_Space_Model_for_Vision-Language_Tracking_CVPR_2025_paper.html","","PENDING","PENDING","vision_language_sot","RGB+language","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Mandatory language input places the method outside generic RGB box-SOT","Official CVF publication verified; HG3 not audited after HG2 failure."
"CX093","MITracker: Multi-View Integration for Visual Object Tracking","2025","CVPR","PUBLISHED","B","https://openaccess.thecvf.com/content/CVPR2025/html/Xu_MITracker_Multi-View_Integration_for_Visual_Object_Tracking_CVPR_2025_paper.html","","PENDING","PENDING","multi_view_sot","multi-view RGB","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Multi-view input is outside the single RGB camera interface","Official CVF publication verified; HG3 not audited after HG2 failure."
"CX094","Mono3DVLT: Monocular-Video-Based 3D Visual Language Tracking","2025","CVPR","PUBLISHED","B","https://openaccess.thecvf.com/content/CVPR2025/html/Wei_Mono3DVLT_Monocular-Video-Based_3D_Visual_Language_Tracking_CVPR_2025_paper.html","","PENDING","PENDING","monocular_3d_visual_language_tracking","monocular RGB+language+3D","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","3D visual-language tracking is outside generic RGB box-SOT","Official CVF publication verified; HG3 not audited after HG2 failure."
"CX095","MUST: The First Dataset and Unified Framework for Multispectral UAV Single Object Tracking","2025","CVPR","PUBLISHED","B","https://openaccess.thecvf.com/content/CVPR2025/html/Qin_MUST_The_First_Dataset_and_Unified_Framework_for_Multispectral_UAV_CVPR_2025_paper.html","","PENDING","PENDING","multispectral_uav_sot","multispectral","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Multispectral UAV input is outside the generic RGB interface","Official CVF publication verified; HG3 not audited after HG2 failure."
"CX096","Similarity-Guided Layer-Adaptive Vision Transformer for UAV Tracking","2025","CVPR","PUBLISHED","B","https://openaccess.thecvf.com/content/CVPR2025/html/Xue_Similarity-Guided_Layer-Adaptive_Vision_Transformer_for_UAV_Tracking_CVPR_2025_paper.html","https://github.com/GXNU-ZhongLab/SGLATrack","AVAILABLE","AVAILABLE","uav_sot_layer_adaptation","RGB aerial/UAV","PASS","PENDING","PASS","PENDING","PENDING","PENDING","UAV-specialized RGB SOT; generic Core transfer has not been established","Direct layer-bypass/adaptive-depth prior art; representation-similar layers are disabled."
"CX097","CAT: A Unified Click-and-Track Framework for Realistic Tracking","2025","ICCV","PUBLISHED","B","https://openaccess.thecvf.com/content/ICCV2025/html/Yuan_CAT_A_Unified_Click-and-Track_Framework_for_Realistic_Tracking_ICCV_2025_paper.html","https://github.com/ysyuann/CAT","AVAILABLE","AVAILABLE","click_tracking","RGB+click initialization","PASS","FAIL","PASS","PENDING","PENDING","PENDING","Defining initialization is a click rather than the Core initial bounding box","Official ICCV publication and author repository identified; HG3 not promoted because HG2 fails."
"CX098","GSOT3D: Towards Generic 3D Single Object Tracking in the Wild","2025","ICCV","PUBLISHED","B","https://openaccess.thecvf.com/content/ICCV2025/html/Jiao_GSOT3D_Towards_Generic_3D_Single_Object_Tracking_in_the_Wild_ICCV_2025_paper.html","https://github.com/ailovejinx/GSOT3D","AVAILABLE","AVAILABLE","3d_sot","3D sensing","PASS","FAIL","PASS","PENDING","PENDING","PENDING","3D sensing and representation are outside generic RGB box-SOT","Official ICCV publication verified; HG3 not audited after HG2 failure."
"CX099","TrackAny3D: Transferring Pretrained 3D Models for Category-unified 3D Point Cloud Object Tracking","2025","ICCV","PUBLISHED","B","https://openaccess.thecvf.com/content/ICCV2025/html/Wang_TrackAny3D_Transferring_Pretrained_3D_Models_for_Category-unified_3D_Point_Cloud_ICCV_2025_paper.html","","PENDING","PENDING","3d_sot","point cloud","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Point-cloud 3D tracking is outside generic RGB box-SOT","Official ICCV publication verified; HG3 not audited after HG2 failure."
"CX100","More Than Meets the Eye: Enhancing Multi-Object Tracking Even with Prolonged Occlusions (MOTE)","2025","ICML","PUBLISHED","B","https://proceedings.mlr.press/v267/galoaa25a.html","","PENDING","PENDING","multi_object_tracking","RGB detections","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Multi-object tracking task and metrics are outside single-object tracking","Official PMLR ICML 2025 publication verified; HG3 not audited after HG2 failure."
"CX101","S2-Track: A Simple yet Strong Approach for End-to-End 3D Multi-Object Tracking","2025","ICML","PUBLISHED","B","https://proceedings.mlr.press/v267/tang25p.html","","PENDING","PENDING","3d_multi_object_tracking","camera+depth/3D","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","End-to-end 3D multi-object tracking is outside generic RGB SOT","Official PMLR ICML 2025 publication verified; HG3 not audited after HG2 failure."
"CX102","Hierarchical Spatial-Temporal UAV Tracking With Three-Dimensional Wavelets for Road Traffic Surveillance (FWTrack)","2025","IEEE T-ITS","PUBLISHED","B","https://doi.org/10.1109/TITS.2025.3588075","https://github.com/OrigamiSL/FWTrack","AVAILABLE","AVAILABLE","uav_traffic_sot","RGB UAV","PASS","PENDING","PASS","PENDING","PENDING","PENDING","UAV road-traffic specialization; generic Core transfer has not been established","IEEE DOI identified; official repository exposes source, trained FWTrack weights, raw results, and benchmark test/evaluation commands."
"CX103","BEVTrack: A Simple and Strong Baseline for 3D Single Object Tracking in Bird's-Eye View","2025","IJCAI","PUBLISHED","B","https://www.ijcai.org/proceedings/2025/250","https://github.com/xmm-prio/BEVTrack","PENDING","PENDING","bev_3d_sot","BEV/3D","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Bird's-eye-view 3D tracking is outside generic RGB box-SOT","Official IJCAI publication identifies the author repository; HG3 not audited after HG2 failure."
"CX104","Dynamic Semantic-Aware Correlation Modeling for UAV Tracking (DSATrack)","2025","NeurIPS","PUBLISHED","B","https://proceedings.neurips.cc/paper_files/paper/2025/hash/5f480683378630557771338039c07823-Abstract-Conference.html","https://github.com/zxyyxzz/DSATrack","MISSING","AVAILABLE","uav_sot","RGB UAV","PASS","PENDING","FAIL","PENDING","PENDING","PENDING","UAV-specialized RGB SOT; generic Core transfer has not been established","Official NeurIPS proceedings and author repository verified; source and evaluation commands exist, but only MAE/DeiT backbone weights were found, not a trained DSATrack checkpoint."
"CX105","Fully Spiking Neural Networks for Unified Frame-Event Object Tracking (SpikeFET)","2025","NeurIPS","PUBLISHED","B","https://papers.nips.cc/paper_files/paper/2025/hash/af752cfbdcc6fd3e4cd0eea9f1ad0fab-Abstract-Conference.html","https://github.com/Noctis-A/SpikeFET","PENDING","PENDING","frame_event_sot","RGB+event","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Frame-event fusion requires an additional event modality","Official NeurIPS publication verified; author code location identified but HG3 not audited after HG2 failure."
"CX106","TrackingWorld: World-centric Monocular 3D Tracking of Almost All Pixels","2025","NeurIPS","PUBLISHED","B","https://papers.nips.cc/paper_files/paper/2025/hash/cede701f00079e43d053ac57b1e75c3e-Abstract-Conference.html","https://github.com/IGL-HKUST/TrackingWorld","PENDING","PENDING","dense_monocular_3d_tracking","monocular RGB to 3D","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Dense world-centric 3D pixel tracking is not initial-box RGB SOT","Official NeurIPS publication and author repository identified; HG3 not audited after HG2 failure."
"CX107","MambaEVT: Event Stream based Visual Object Tracking using State Space Model","2024","arXiv","PREPRINT","B","https://arxiv.org/abs/2408.10487","https://github.com/Event-AHU/MambaEVT","PENDING","PENDING","event_stream_state_space_sot","Event stream","FAIL","FAIL","PENDING","PENDING","PENDING","PENDING","Event-only modality and arXiv-only status","State-space backbone with dynamic template memory."
"CX108","EdgeDAM","2026","arXiv","PREPRINT","C","https://arxiv.org/abs/2603.05463","","PENDING","PENDING","detector_memory_reid_recovery_sot","RGB","FAIL","PASS","PENDING","PENDING","PENDING","PENDING","ArXiv-only Layer-B recovery prior art","Detector, memory and re-identification reference; not a pure Core comparator."
"CX109","UncL-STARK: Uncertainty-Guided Inference-Time Depth Adaptation for Visual Tracking","2026","arXiv","preprint_only","C","https://arxiv.org/abs/2602.16160","","PENDING","PENDING","generic_bbox_sot","RGB_inferred_depth","FAIL","PENDING","PENDING","PENDING","PENDING","PENDING","No verified peer-reviewed publication in this sweep","ArXiv-only lead"
"CX110","SAMITE: Position Prompted SAM2 with Calibrated Memory for Visual Object Tracking","2026","ICLR submission","under_review_not_accepted","C","https://openreview.net/pdf?id=ahHuYhA5lu","","PENDING","PENDING","generic_bbox_sot","RGB","FAIL","PENDING","PENDING","PENDING","PENDING","PENDING","Under review only","PDF explicitly says under review as an ICLR 2026 conference paper"
"CX111","STARTrack","2026","ICLR submission","under_review_not_accepted","C","https://openreview.net/forum?id=NaAjIBrQdl","","PENDING","PENDING","generic_bbox_sot","RGB","FAIL","PENDING","PENDING","PENDING","PENDING","PENDING","No official accepted venue label at cutoff","OpenReview showed a submission rather than an accepted ICLR 2026 paper"
"CX112","Uni-MDTrack","2026","ICLR submission","under_review_not_accepted","C","https://openreview.net/pdf?id=FMOn4cjJKG","","PENDING","PENDING","unified_multimodal_sot","RGB_X","FAIL","PENDING","PENDING","PENDING","PENDING","PENDING","Under review only","PDF explicitly says under review as an ICLR 2026 conference paper"
"CX113","VCoT: Visual Chain-of-Thought for Continual Learning in Day-Night Object Tracking","2026","ICLR submission","under_review_not_accepted","C","https://openreview.net/pdf?id=9T9cxAK7ac","https://github.com/Gkk10/VCoT","PENDING","PENDING","day_night_bbox_sot","RGB","FAIL","PENDING","PENDING","PENDING","PENDING","PENDING","Under review only","OpenReview PDF labels paper as under review; promised code does not satisfy HG1"
"CX114","EnTeR-Track","2026","Neurocomputing","cutoff_uncertain","C","https://www.sciencedirect.com/science/article/pii/S0925231226015493","","PENDING","PENDING","uav_bbox_sot","RGB","PENDING","PENDING","PENDING","PENDING","PENDING","PENDING","Issue is October 2026 and online-first date before cutoff was not locked","Official publisher page exists but cutoff eligibility remains unresolved"
"CX115","SOTFormer","2025","arXiv","PREPRINT","C","https://arxiv.org/abs/2511.11824","","PENDING","PENDING","temporal_unified_sot","PENDING_PROTOCOL","FAIL","PENDING","PENDING","PENDING","PENDING","PENDING","ArXiv-only lead with task protocol unresolved","Exact bbox initialization and benchmark protocol require full extraction."
"CX116","Region-based Cluster Discrimination for Visual Representation Learning","2025","ICCV","PUBLISHED","C","https://openaccess.thecvf.com/content/ICCV2025/html/Xie_Region-based_Cluster_Discrimination_for_Visual_Representation_Learning_ICCV_2025_paper.html","","PENDING","PENDING","representation_learning","RGB","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Representation-learning work rather than a standalone Core tracker","Official ICCV publication evaluates tracking but is not itself a generic box-SOT baseline unit."
"CX117","Closed-loop Scaling Up for Visual Object Tracking","2025","ICLR","SUBMITTED_NOT_ACCEPTED","C","https://openreview.net/forum?id=YcUtOIzIXK","","PENDING","PENDING","generic_rgb_sot_prior_art","RGB","FAIL","PASS","PENDING","PENDING","PENDING","PENDING","Publication gate fails; retained as scaling and training prior art","OpenReview shows submission to ICLR 2025 but no official accepted venue was established."
"CX118","Lattice Boltzmann Model for Learning Real-World Pixel Dynamicity","2025","NeurIPS","PUBLISHED","C","https://proceedings.nips.cc/paper_files/paper/2025/hash/076a93fd42aa85f5ccee921a01d77dd5-Abstract-Conference.html","","PENDING","PENDING","point_and_open_world_tracking","RGB video","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Point and open-world object tracking prior art rather than initial-box generic RGB SOT","Official NeurIPS proceedings publication verified."
"CX119","Self-Supervised Learning of Motion Concepts by Optimizing Counterfactuals (Opt-CWM)","2025","NeurIPS","PUBLISHED","C","https://openreview.net/forum?id=fGuTN7huo5","","PENDING","PENDING","point_tracking_motion_estimation","RGB video","PASS","FAIL","PENDING","PENDING","PENDING","PENDING","Flow-occlusion and point-tracking mechanism prior art rather than box-SOT","Official NeurIPS book listing inspected; OpenReview record retained as the paper URL."
"CX120","ARTrackV2: Prompting Autoregressive Tracker Where to Look and How to Describe","2024","CVPR","PUBLISHED_OUTSIDE_WINDOW","C","https://openaccess.thecvf.com/content/CVPR2024/html/Bai_ARTrackV2_Prompting_Autoregressive_Tracker_Where_to_Look_and_How_to_CVPR_2024_paper.html","https://github.com/MIV-XJTU/ARTrack","AVAILABLE","AVAILABLE","autoregressive_trajectory_appearance_rgb_sot","RGB","FAIL","PASS","PASS","PENDING","PENDING","PENDING","2023-2024 mechanism/lineage prior art","Joint autoregressive trajectory and appearance evolution; predecessor used by ARPTrack."
"CX121","RTracker: Recoverable Tracking via PN Tree Structured Memory","2024","CVPR","PUBLISHED_OUTSIDE_WINDOW","C","https://openaccess.thecvf.com/content/CVPR2024/html/Huang_RTracker_Recoverable_Tracking_via_PN_Tree_Structured_Memory_CVPR_2024_paper.html","https://github.com/NorahGreen/RTracker","PENDING","PENDING","detector_assisted_recoverable_sot","RGB","FAIL","PASS","PENDING","PENDING","PENDING","PENDING","2023-2024 recovery/memory prior art; Layer-B architecture","Positive-negative tree memory, target-presence judgment and detector-assisted recovery."
"CX122","DeTrack: In-model Latent Denoising Learning for Visual Object Tracking","2024","NeurIPS","PUBLISHED_OUTSIDE_WINDOW","C","https://openreview.net/forum?id=ZJjuNF0olj","","PENDING","PENDING","generic_rgb_sot_prior_art","RGB","FAIL","PASS","PENDING","PENDING","PENDING","PENDING","Published outside the 2025-2026 baseline window; retained as mechanism prior art","NeurIPS 2024 publication is outside HG1 date scope."
"CX123","Adaptive Sparse Attention Compact Transformer Tracker","2024","Peer-reviewed journal","PUBLISHED_OUTSIDE_WINDOW","C","https://pmc.ncbi.nlm.nih.gov/articles/PMC11133484/","","PENDING","PENDING","adaptive_sparse_attention_compact_rgb_sot","RGB","FAIL","PASS","PENDING","PENDING","PENDING","PENDING","2023-2024 mechanism prior art","Retained for compact-transformer and adaptive sparse-attention lineage."
"CX124","Autoregressive Visual Tracking","2023","CVPR","PUBLISHED_OUTSIDE_WINDOW","C","https://openaccess.thecvf.com/content/CVPR2023/html/Wei_Autoregressive_Visual_Tracking_CVPR_2023_paper.html","https://github.com/MIV-XJTU/ARTrack","AVAILABLE","AVAILABLE","autoregressive_coordinate_sequence_rgb_sot","RGB","FAIL","PASS","PASS","PENDING","PENDING","PENDING","2023-2024 mechanism/lineage prior art","ARTrack ancestor of ARTrackV2, FARTrack and ARTrack-AC."
