record_id,source_graph,source_file,source_sequence,bibtex_type,bibtex_key,title,normalized_title,first_author,all_authors,year,venue,doi,arxiv_id,semantic_scholar_id,metadata_url,primary_paper_url,publication_status,visual_SOT_relevance,relevance_basis,has_official_code,official_code_url,candidate_solution_families,family_evidence_terms,abstract,volume,pages,pmid
SpikeTrack:02:782de56ec4cdf620c1e6eba495960a772c1efd25,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,2,article,782de56ec4cdf620c1e6eba495960a772c1efd25,Foreground-Background Distribution Modeling Transformer for Visual Object Tracking,foreground background distribution modeling transformer for visual object tracking,Da-Ming Yang,Da-Ming Yang and Jianfeng He and Yinchao Ma and Qianjin Yu and Tianzhu Zhang,2023,2023 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv51070.2023.00928,UNKNOWN,782de56ec4cdf620c1e6eba495960a772c1efd25,https://www.semanticscholar.org/paper/782de56ec4cdf620c1e6eba495960a772c1efd25,https://doi.org/10.1109/iccv51070.2023.00928,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Robustness / distractor handling,Robustness / distractor handling: background,"Visual object tracking is a fundamental research topic with a broad range of applications. Benefiting from the rapid development of Transformer, pure Transformer trackers have achieved great progress. However, the feature learning of these Transformer-based trackers is easily disturbed by complex backgrounds. To address the above limitations, we propose a novel foreground-background distribution modeling transformer for visual object tracking (F-BDMTrack), including a fore-background agent learning (FBAL) module and a distribution-aware attention (DA2) module in a unified transformer architecture. The proposed F-BDMTrack enjoys several merits. First, the proposed FBAL module can effectively mine fore-background information with designed fore-background agents. Second, the DA2 module can suppress the incorrect interaction between foreground and background by modeling fore-background distribution similarities. Finally, F-BDMTrack can extract discriminative features under ever-changing tracking scenarios for more accurate target state estimation. Extensive experiments show that our F-BDMTrack outperforms previous state-of-the-art trackers on eight tracking benchmarks.",UNKNOWN,10083-10093,UNKNOWN
SpikeTrack:03:3745896ecf8a08a3ff498851a4dddd3c6e8c90d7,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,3,article,3745896ecf8a08a3ff498851a4dddd3c6e8c90d7,Local Feature Enhancement based One-Stream Transformer Tracking,local feature enhancement based one stream transformer tracking,Jinfen Liu,Jinfen Liu and Zhijia Shi and Yun Gao,2025,"2025 6th International Conference on Computer Vision, Image and Deep Learning (CVIDL)",10.1109/cvidl65390.2025.11086075,UNKNOWN,3745896ecf8a08a3ff498851a4dddd3c6e8c90d7,https://www.semanticscholar.org/paper/3745896ecf8a08a3ff498851a4dddd3c6e8c90d7,https://doi.org/10.1109/cvidl65390.2025.11086075,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"In target tracking, most existing one-stream Transformer methods focus on the extraction of global features and lack attention to local features at the detail level. To address this problem, this paper proposes a one-stream Transformer tracking method based on local feature enhancement. The method further effectively enhances the utilization of detail features by directly extracting local features from the search region and using these local windows to enhance the search region. This method is able to focus on the detail level of the target while preserving the contextual information, thus achieving an effective balance between global perception and local characterization capabilities. The experimental results show that this method improves the tracker performance over the traditional global enhancement model on benchmark datasets such as TrackingNet, GOT-10K and TNL2K.",UNKNOWN,1000-1004,UNKNOWN
SpikeTrack:04:7894f95caefadbd03375d4f5b237518226c83f37,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,4,article,7894f95caefadbd03375d4f5b237518226c83f37,Exploring Efficient and Effective Sequence Learning for Visual Object Tracking,exploring efficient and effective sequence learning for visual object tracking,Dongdong Li,Dongdong Li and Zhinan Gao and Yangliu Kuai and Rui Chen,2025,UNKNOWN,10.24963/ijcai.2025/153,UNKNOWN,7894f95caefadbd03375d4f5b237518226c83f37,https://www.semanticscholar.org/paper/7894f95caefadbd03375d4f5b237518226c83f37,https://doi.org/10.24963/ijcai.2025/153,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/vision4drones/FastSeqTrack,Dynamic / conditional computation; Autoregressive / sequence modeling,"Dynamic / conditional computation: early exit, early-exit, terminate forward | Autoregressive / sequence modeling: auto-regress, sequence learning, sequence-to-sequence","Sequence learning based tracking frameworks are popular in the tracking community. In practice, its auto-regressive sequence generation manner leads to inferior performance and high latency compared with latest advanced trackers. In this paper, to mitigate this issue, we propose an efficient and effective sequence-to-sequence tracking framework named FastSeqTrack. FastSeqTrack differs from previous sequence learning based trackers in terms of token initialization and sequence generation manner. Four tracking tokens are appended to patch embeddings and generated in the encoder as initial guesses for the bounding box sequence, which improves the tracking accuracy compared with randomly initialized tokens. Tracking tokens are then parallelly fed into the decoder in a one-pass manner and greatly boost the forward inference speed compared with the auto-regressive manner. Inspired by the early-exit mechanism, we inject internal classifiers after each decoder layer to early terminate forward inference when the softmax confidence is sufficiently reliable. In easy tracking frames, early exits avoid network overthinking and unnecessary computation. Extensive experiments on multiple benchmarks demonstrate that FastSeqTrack runs over 100 fps and showcases superior performance against state-of-the-art trackers. Codes and models are available at https://github.com/vision4drones/FastSeqTrack.",UNKNOWN,UNKNOWN,UNKNOWN
SpikeTrack:05:a1f6a0471c0c73a7d6bf3dc3d31e9d3775ab26ee,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,5,article,a1f6a0471c0c73a7d6bf3dc3d31e9d3775ab26ee,Exploring Dynamic Transformer for Efficient Object Tracking,exploring dynamic transformer for efficient object tracking,Jiawen Zhu,Jiawen Zhu and Xin Chen and Haiwen Diao and Shuai Li and Jun-Yan He and Chenyang Li and Bin Luo and Dong Wang and Huchuan Lu,2024,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2025.3545752,2403.17651,a1f6a0471c0c73a7d6bf3dc3d31e9d3775ab26ee,https://www.semanticscholar.org/paper/a1f6a0471c0c73a7d6bf3dc3d31e9d3775ab26ee,https://doi.org/10.1109/tnnls.2025.3545752,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Model compression / distillation; Dynamic / conditional computation; Lightweight backbone design; Template computation reuse; Target-aware representation; Training / loss redesign,"Model compression / distillation: distill | Dynamic / conditional computation: dynamic, routing | Lightweight backbone design: lightweight, resource-constrained | Template computation reuse: recycl | Target-aware representation: target-aware | Training / loss redesign: self-distillation","The speed-precision tradeoff is a critical problem in visual object tracking, as it typically requires low latency and is deployed on resource-constrained platforms. Existing solutions for efficient tracking primarily focus on lightweight backbones or modules, which, however, come at a sacrifice in precision. In this article, inspired by dynamic network routing, we propose DyTrack, a dynamic transformer framework for efficient tracking. Real-world tracking scenarios exhibit varying levels of complexity. We argue that a simple network is sufficient for easy video frames, while more computational resources should be assigned to difficult ones. DyTrack automatically learns to configure proper reasoning routes for different inputs, thereby improving the utilization of the available computational budget and achieving higher performance at the same running speed. We formulate instance-specific tracking as a sequential decision problem and incorporate terminating branches to intermediate layers of the model. Furthermore, we propose a feature recycling mechanism to maximize computational efficiency by reusing the outputs of predecessors. Additionally, a target-aware self-distillation strategy is designed to enhance the discriminating capabilities of early-stage predictions by mimicking the representation patterns of the deep model. Extensive experiments demonstrate that DyTrack achieves promising speed-precision tradeoffs with only a single model. For instance, DyTrack obtains 64.9% area under the curve (AUC) on LaSOT with a speed of 256 fps.",36,15502-15514,40173065
SpikeTrack:06:31489a96756f0030d727e8d3c60b7e79bf186ca4,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,6,article,31489a96756f0030d727e8d3c60b7e79bf186ca4,CATrack: Combining Convolutional and Attentional Methods for Visual Object Tracking,catrack combining convolutional and attentional methods for visual object tracking,Qingyang Lu,Qingyang Lu and Hong Zhu and Guangling Yuan and Congli Li and Xiaoyan Qin,2023,"2023 4th International Seminar on Artificial Intelligence, Networking and Information Technology (AINIT)",10.1109/ainit59027.2023.10212501,UNKNOWN,31489a96756f0030d727e8d3c60b7e79bf186ca4,https://www.semanticscholar.org/paper/31489a96756f0030d727e8d3c60b7e79bf186ca4,https://doi.org/10.1109/ainit59027.2023.10212501,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The current popular tracking frameworks prioritize the modeling of global relationships while neglecting research on local feature extraction. This paper introduces CATrack, a novel approach for visual object tracking that integrates convolution and attention into a unified framework. In contrast to prior research, it constructs a tracking module using a unified framework that incorporates convolution and attention as its core components. Our method effectively bridges the gap between the two calculation methods. It improves the ability to extract fundamental features, integrates past experience in the tracking field more effectively, while balancing local and global contextual information. The proposed tracker achieves competitive performance on 5 challenging short-term and long-term benchmarks and can run at real-time speed.",UNKNOWN,682-686,UNKNOWN
SpikeTrack:07:b31fe688ec863bb17361d55d864495104ee928f5,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,7,article,b31fe688ec863bb17361d55d864495104ee928f5,AViTMP: A Tracking-Specific Transformer for Single-Branch Visual Tracking,avitmp a tracking specific transformer for single branch visual tracking,Chuanming Tang,Chuanming Tang and Kai Wang and Joost van de Weijer and Jianlin Zhang and Yongmei Huang,2023,IEEE Transactions on Intelligent Vehicles,10.1109/tiv.2024.3422806,2310.19542,b31fe688ec863bb17361d55d864495104ee928f5,https://www.semanticscholar.org/paper/b31fe688ec863bb17361d55d864495104ee928f5,https://doi.org/10.1109/tiv.2024.3422806,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Target-aware representation; Robustness / distractor handling,"Target-aware representation: target-prior | Robustness / distractor handling: distractor, robust","Visual object tracking is a fundamental component of transportation systems, especially for intelligent driving. Despite achieving state-of-the-art performance in visual tracking, recent single-branch trackers tend to overlook the weak prior assumptions associated with the Vision Transformer (ViT) encoder and inference pipeline in visual tracking. Moreover, the effectiveness of discriminative trackers remains constrained due to the adoption of the dual-branch pipeline. To tackle the inferior effectiveness of vanilla ViT, we propose an Adaptive ViT Model Prediction tracker (AViTMP) to design a customised tracking method. This method bridges the single-branch network with discriminative models for the first time. Specifically, in the proposed encoder AViT encoder, we introduce a tracking-tailored Adaptor module for vanilla ViT and a joint target state embedding to enrich the target-prior embedding paradigm. Then, we combine the AViT encoder with a discriminative transformer-specific model predictor to predict the accurate location. Furthermore, to mitigate the limitations of conventional inference practice, we present a novel inference pipeline called CycleTrack, which bolsters the tracking robustness in the presence of distractors via bidirectional cycle tracking verification. In the experiments, we evaluated AViTMP on eight tracking benchmarks for a comprehensive assessment, including LaSOT, LaSOTExtSub, AVisT, etc. The experimental results unequivocally establish that, under fair comparison, AViTMP achieves state-of-the-art performance, especially in terms of long-term tracking and robustness.",10,1087-1100,UNKNOWN
SpikeTrack:08:5cf588279fa2afc972956ba4c92c227694baa561,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,8,article,5cf588279fa2afc972956ba4c92c227694baa561,LoReTrack: Efficient and Accurate Low-Resolution Transformer Tracking,loretrack efficient and accurate low resolution transformer tracking,Shaohua Dong,Shaohua Dong and Yunhe Feng and Qing Yang and Yuewei Lin and Heng Fan,2024,ArXiv,10.48550/arxiv.2405.17660,2405.17660,5cf588279fa2afc972956ba4c92c227694baa561,https://www.semanticscholar.org/paper/5cf588279fa2afc972956ba4c92c227694baa561,https://doi.org/10.48550/arxiv.2405.17660,ARXIV_PREPRINT,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Model compression / distillation; Low-resolution / adaptive-resolution processing; Target-aware representation; Robustness / distractor handling; Training / loss redesign,"Model compression / distillation: distill | Low-resolution / adaptive-resolution processing: across resolutions, low resolution, low-resolution, smaller input | Target-aware representation: target-aware | Robustness / distractor handling: background | Training / loss redesign: knowledge distillation","High-performance Transformer trackers have shown excellent results, yet they often bear a heavy computational load. Observing that a smaller input can immediately and conveniently reduce computations without changing the model, an easy solution is to adopt the low-resolution input for efficient Transformer tracking. Albeit faster, this hurts tracking accuracy much due to information loss in low resolution tracking. In this paper, we aim to mitigate such information loss to boost the performance of the low-resolution Transformer tracking via dual knowledge distillation from a frozen high-resolution (but not a larger) Transformer tracker. The core lies in two simple yet effective distillation modules, comprising query-key-value knowledge distillation (QKV-KD) and discrimination knowledge distillation (Disc-KD), across resolutions. The former, from the global view, allows the low-resolution tracker to inherit the features and interactions from the high-resolution tracker, while the later, from the target-aware view, enhances the target-background distinguishing capacity via imitating discriminative regions from its high-resolution counterpart. With the dual knowledge distillation, our Low-Resolution Transformer Tracker (LoReTrack) enjoys not only high efficiency owing to reduced computation but also enhanced accuracy by distilling knowledge from the high-resolution tracker. In extensive experiments, LoReTrack with a 256x256 resolution consistently improves baseline with the same resolution, and shows competitive or even better results compared to 384x384 high-resolution Transformer tracker, while running 52% faster and saving 56% MACs. Moreover, LoReTrack is resolution-scalable. With a 128x128 resolution, it runs 25 fps on a CPU with 64.9%/46.4% SUC scores on LaSOT/LaSOText, surpassing all other CPU real-time trackers. Code will be released.",abs/2405.17660,UNKNOWN,UNKNOWN
SpikeTrack:09:e83509724ce12696bffb520840d56f85adf27a61,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,9,article,e83509724ce12696bffb520840d56f85adf27a61,Transformer Visual Tracker Based on Template Features Corresponding to Foreground Region,transformer visual tracker based on template features corresponding to foreground region,Jian Yu,Jian Yu and Xin Ma,2022,2022 IEEE International Conference on Image Processing (ICIP),10.1109/icip46576.2022.9897717,UNKNOWN,e83509724ce12696bffb520840d56f85adf27a61,https://www.semanticscholar.org/paper/e83509724ce12696bffb520840d56f85adf27a61,https://doi.org/10.1109/icip46576.2022.9897717,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Relation / cross-attention modeling; Robustness / distractor handling,Relation / cross-attention modeling: feature fusion | Robustness / distractor handling: background,"In visual tracking, the size of template patch on image is usually several times the size of object bounding box. So the background information around object would be encoded into some template features. However, these features would also be matched with search features, which interferes with the tracker’s ability to accurately separate the object from the background. In this work, we present a novel feature fusion network based on Transformer for visual tracking. Specifically, to reduce the interference of background information in template patch, we extract the template features corresponding to foreground region on image, called TFFR, and fuse them with search features by attention mechanism. On that basis, we design a concise Transformer visual tracker based on TFFR, called TVT-TFFR. Extensive experiments show that our TVT-TFFR achieves state-of-the-art performance on several prevalent tracking benchmarks, and runs at 38 FPS, meeting the real-time requirement.",UNKNOWN,1091-1095,UNKNOWN
SpikeTrack:10:319c5d37246c68d0ef970ca07fc3650235fd36a1,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,10,article,319c5d37246c68d0ef970ca07fc3650235fd36a1,Efficient Training for Visual Tracking with Deformable Transformer,efficient training for visual tracking with deformable transformer,Qingmao Wei,Qingmao Wei and Guotian Zeng and Bi Zeng,2023,ArXiv,10.48550/arxiv.2309.02676,2309.02676,319c5d37246c68d0ef970ca07fc3650235fd36a1,https://www.semanticscholar.org/paper/319c5d37246c68d0ef970ca07fc3650235fd36a1,https://doi.org/10.48550/arxiv.2309.02676,ARXIV_PREPRINT,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Token / feature / spatial sparsification,Token / feature / spatial sparsification: spars,"Recent Transformer-based visual tracking models have showcased superior performance. Nevertheless, prior works have been resource-intensive, requiring prolonged GPU training hours and incurring high GFLOPs during inference due to inefficient training methods and convolution-based target heads. This intensive resource use renders them unsuitable for real-world applications. In this paper, we present DETRack, a streamlined end-to-end visual object tracking framework. Our framework utilizes an efficient encoder-decoder structure where the deformable transformer decoder acting as a target head, achieves higher sparsity than traditional convolution heads, resulting in decreased GFLOPs. For training, we introduce a novel one-to-many label assignment and an auxiliary denoising technique, significantly accelerating model's convergence. Comprehensive experiments affirm the effectiveness and efficiency of our proposed method. For instance, DETRack achieves 72.9% AO on challenging GOT-10k benchmarks using only 20% of the training epochs required by the baseline, and runs with lower GFLOPs than all the transformer-based trackers.",abs/2309.02676,UNKNOWN,UNKNOWN
SpikeTrack:11:fcf804ee3f5ce603290e919c91010be5c77b1c0d,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,11,article,fcf804ee3f5ce603290e919c91010be5c77b1c0d,CiteTracker: Correlating Image and Text for Visual Tracking,citetracker correlating image and text for visual tracking,Xin Li,Xin Li and Yuqing Huang and Zhenyu He and Yaowei Wang and Huchuan Lu and Ming-Hsuan Yang,2023,2023 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv51070.2023.00915,2308.11322,fcf804ee3f5ce603290e919c91010be5c77b1c0d,https://www.semanticscholar.org/paper/fcf804ee3f5ce603290e919c91010be5c77b1c0d,https://doi.org/10.1109/iccv51070.2023.00915,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/NorahGreen/CiteTracker,Dynamic / conditional computation,Dynamic / conditional computation: dynamic,"Existing visual tracking methods typically take an image patch as the reference of the target to perform tracking. However, a single image patch cannot provide a complete and precise concept of the target object as images are limited in their ability to abstract and can be ambiguous, which makes it difficult to track targets with drastic variations. In this paper, we propose the CiteTracker to enhance target modeling and inference in visual tracking by connecting images and text. Specifically, we develop a text generation module to convert the target image patch into a descriptive text containing its class and attribute information, providing a comprehensive reference point for the target. In addition, a dynamic description module is designed to adapt to target variations for more effective target representation. We then associate the target description and the search image using an attention-based correlation module to generate the correlated features for target state reference. Extensive experiments on five diverse datasets are conducted to evaluate the proposed algorithm and the favorable performance against the state-of-the-art methods demonstrates the effectiveness of the proposed tracking method. The source code and trained models will be released at https://github.com/NorahGreen/CiteTracker.",UNKNOWN,9940-9949,UNKNOWN
SpikeTrack:12:5b959cf1e226e19647d2fd2bcb7f65d43e68dbe5,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,12,article,5b959cf1e226e19647d2fd2bcb7f65d43e68dbe5,Generalized Relation Modeling for Transformer Tracking,generalized relation modeling for transformer tracking,Shenyuan Gao,Shenyuan Gao and Chunluan Zhou and Jun Zhang,2023,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52729.2023.01792,2303.16580,5b959cf1e226e19647d2fd2bcb7f65d43e68dbe5,https://www.semanticscholar.org/paper/5b959cf1e226e19647d2fd2bcb7f65d43e68dbe5,https://doi.org/10.1109/cvpr52729.2023.01792,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/Little-Podi/GRM,Asymmetric template-search architecture; Relation / cross-attention modeling; Robustness / distractor handling,Asymmetric template-search architecture: two-stream | Relation / cross-attention modeling: relation model | Robustness / distractor handling: background,"Compared with previous two-stream trackers, the recent one-stream tracking pipeline, which allows earlier interaction between the template and search region, has achieved a remarkable performance gain. However, existing one-stream trackers always let the template interact with all parts inside the search region throughout all the encoder layers. This could potentially lead to target-background confusion when the extracted feature representations are not sufficiently discriminative. To alleviate this issue, we propose a generalized relation modeling method based on adaptive token division. The proposed method is a generalized formulation of attention-based relation modeling for Transformer tracking, which inherits the merits of both previous two-stream and one-stream pipelines whilst enabling more flexible relation modeling by selecting appropriate search tokens to interact with template tokens. An attention masking strategy and the Gumbel-Softmax technique are introduced to facilitate the parallel computation and end-to-end learning of the token division module. Extensive experiments show that our method is superior to the two-stream and one-stream pipelines and achieves state-of-the-art performance on six challenging benchmarks with a real-time running speed. Code and models are publicly available at https://github.com/Little-Podi/GRM.",UNKNOWN,18686-18695,UNKNOWN
SpikeTrack:13:3ac21448bfcb74b52ccdefd7cbf9cc33b38ef13d,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,13,article,3ac21448bfcb74b52ccdefd7cbf9cc33b38ef13d,ZoomTrack: Target-aware Non-uniform Resizing for Efficient Visual Tracking,zoomtrack target aware non uniform resizing for efficient visual tracking,Yutong Kou,Yutong Kou and Jin Gao and Bing Li and Gang Wang and Weiming Hu and Yizheng Wang and Liang Li,2023,ArXiv,10.48550/arxiv.2310.10071,2310.10071,3ac21448bfcb74b52ccdefd7cbf9cc33b38ef13d,https://www.semanticscholar.org/paper/3ac21448bfcb74b52ccdefd7cbf9cc33b38ef13d,https://doi.org/10.48550/arxiv.2310.10071,ARXIV_PREPRINT,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/Kou-99/ZoomTrack,Low-resolution / adaptive-resolution processing; Target-aware representation,Low-resolution / adaptive-resolution processing: smaller input | Target-aware representation: target-aware,"Recently, the transformer has enabled the speed-oriented trackers to approach state-of-the-art (SOTA) performance with high-speed thanks to the smaller input size or the lighter feature extraction backbone, though they still substantially lag behind their corresponding performance-oriented versions. In this paper, we demonstrate that it is possible to narrow or even close this gap while achieving high tracking speed based on the smaller input size. To this end, we non-uniformly resize the cropped image to have a smaller input size while the resolution of the area where the target is more likely to appear is higher and vice versa. This enables us to solve the dilemma of attending to a larger visual field while retaining more raw information for the target despite a smaller input size. Our formulation for the non-uniform resizing can be efficiently solved through quadratic programming (QP) and naturally integrated into most of the crop-based local trackers. Comprehensive experiments on five challenging datasets based on two kinds of transformer trackers, \ie, OSTrack and TransT, demonstrate consistent improvements over them. In particular, applying our method to the speed-oriented version of OSTrack even outperforms its performance-oriented counterpart by 0.6% AUC on TNL2K, while running 50% faster and saving over 55% MACs. Codes and models are available at https://github.com/Kou-99/ZoomTrack.",abs/2310.10071,UNKNOWN,UNKNOWN
SpikeTrack:14:388169392a75d2d5581712c892a63f3877d3e91d,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,14,article,388169392a75d2d5581712c892a63f3877d3e91d,Correlation-Embedded Transformer Tracking: A Single-Branch Framework,correlation embedded transformer tracking a single branch framework,Fei Xie,Fei Xie and Wankou Yang and Chunyu Wang and Lei Chu and Yue Cao and Chao Ma and Wenjun Zeng,2024,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2024.3448254,2401.12743,388169392a75d2d5581712c892a63f3877d3e91d,https://www.semanticscholar.org/paper/388169392a75d2d5581712c892a63f3877d3e91d,https://doi.org/10.1109/tpami.2024.3448254,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Block / layer reduction; Asymmetric template-search architecture; Relation / cross-attention modeling; Target-aware representation; Robustness / distractor handling,"Block / layer reduction: shallow | Asymmetric template-search architecture: siamese | Relation / cross-attention modeling: relation model | Target-aware representation: target-aware | Robustness / distractor handling: distractor, robust","Developing robust and discriminative appearance models has been a long-standing research challenge in visual object tracking. In the prevalent Siamese-based paradigm, the features extracted by the Siamese-like networks are often insufficient to model the tracked targets and distractor objects, thereby hindering them from being robust and discriminative simultaneously. While most Siamese trackers focus on designing robust correlation operations, we propose a novel single-branch tracking framework inspired by the transformer. Unlike the Siamese-like feature extraction, our tracker deeply embeds cross-image feature correlation in multiple layers of the feature network. By extensively matching the features of the two images through multiple layers, it can suppress non-target features, resulting in target-aware feature extraction. The output features can be directly used to predict target locations without additional correlation steps. Thus, we reformulate the two-branch Siamese tracking as a conceptually simple, fully transformer-based Single-Branch Tracking pipeline, dubbed SBT. After conducting an in-depth analysis of the SBT baseline, we summarize many effective design principles and propose an improved tracker dubbed SuperSBT. SuperSBT adopts a hierarchical architecture with a local modeling layer to enhance shallow-level features. A unified relation modeling is proposed to remove complex handcrafted layer pattern designs. SuperSBT is further improved by masked image modeling pre-training, integrating temporal modeling, and equipping with dedicated prediction heads. Thus, SuperSBT outperforms the SBT baseline by 4.7%,3.0%, and 4.5% AUC scores in LaSOT, TrackingNet, and GOT-10K. Notably, SuperSBT greatly raises the speed of SBT from 37 FPS to 81 FPS. Extensive experiments show that our method achieves superior results on eight VOT benchmarks.",46,10681-10696,39172609
SpikeTrack:15:a52391650c1359bc3b605d5821c35feced1f6ca7,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,15,article,a52391650c1359bc3b605d5821c35feced1f6ca7,Adaptive Target-Oriented Tracking,adaptive target oriented tracking,Sixian Chan,Sixian Chan and Xianpeng Zeng and Zhoujian Wu and Yu Wang and Xiaolong Zhou and Tinglong Tang and Jie Hu,2025,ACM Transactions on Intelligent Systems and Technology,10.1145/3732785,UNKNOWN,a52391650c1359bc3b605d5821c35feced1f6ca7,https://www.semanticscholar.org/paper/a52391650c1359bc3b605d5821c35feced1f6ca7,https://doi.org/10.1145/3732785,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,tracking plus visual-SOT component/benchmark term in metadata,UNKNOWN,UNKNOWN,Relation / cross-attention modeling,Relation / cross-attention modeling: relation model,"The current one-stream tracking pipelines are early relation modeling in feature extraction. However, insufficient discrimination may result in ambiguous relation modeling during early feature extraction. Moreover, the non-target information occupies most of the search image, rendering most relation modeling futile. To tackle the above issues, we propose tracking via learning adaptive target-oriented representation, named ATOTrack. We design an Untied positional encoding to mark the template token and the search region token separately, which reduces the confused relationship between the template and the search region. Besides, we introduce an Auto-Mask Learner to decouple the target and non-target information in the search region. Interestingly, the Auto-Mask Learner can self-learn and mask the ineffective information to interpret adaptive target-oriented representation. Extensive experiments demonstrate that ATOTrack is superior to existing methods, which achieves the state-of-the-art performance on six tracking benchmarks. In particular, ATOTrack establishes a new record on AViST with 57% AO. The code and models will be released as soon.",16,1 - 15,UNKNOWN
